combo_key,coupling_mode,cleavage_form,strain_pct,clearance_time_mean,clearance_time_std,clearance_time_ci95,n_ruptured_mean,lysis_fraction_mean,cascade_count_mean,n_cleared,n_runs
biphasic_x_constant,biphasic,constant,0,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,5,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
biphasic_x_constant,biphasic,constant,10,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,15,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,20,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
biphasic_x_constant,biphasic,constant,23,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
biphasic_x_constant,biphasic,constant,25,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,30,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,40,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
biphasic_x_constant,biphasic,constant,60,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,80,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_constant,biphasic,constant,100,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
biphasic_x_exponential,biphasic,exponential,0,29.787140439931328,7.872748411453842,5.936464736772847,229.3,0.45859999999999995,0.0,10,10
biphasic_x_exponential,biphasic,exponential,5,24.999808666210185,5.408303978298555,4.0781445278001325,202.8,0.4056,0.0,10,10
biphasic_x_exponential,biphasic,exponential,10,30.141370239904205,5.141863671962936,3.8772345786500777,242.2,0.48440000000000005,0.0,10,10
biphasic_x_exponential,biphasic,exponential,15,27.144705572997747,5.4870049666177625,4.137489195950129,224.7,0.4494000000000001,0.0,10,10
biphasic_x_exponential,biphasic,exponential,20,26.268913825472623,8.640299654595651,6.515238584283117,220.4,0.44079999999999997,0.0,10,10
biphasic_x_exponential,biphasic,exponential,23,26.683492600214528,6.0866147022621115,4.589626348751769,226.0,0.45199999999999996,0.0,10,10
biphasic_x_exponential,biphasic,exponential,25,26.11031959723822,7.6936931338381855,5.80144767717115,217.2,0.4344,0.0,10,10
biphasic_x_exponential,biphasic,exponential,30,23.231227705030065,8.141520043473413,6.1391326276211995,197.7,0.3954,0.0,10,10
biphasic_x_exponential,biphasic,exponential,40,23.751397239722827,5.214546300045576,3.9320410878941465,226.4,0.45280000000000004,0.0,10,10
biphasic_x_exponential,biphasic,exponential,60,18.50706574314774,5.032186242100184,3.79453205079426,218.0,0.43600000000000005,0.0,10,10
biphasic_x_exponential,biphasic,exponential,80,14.980939883812436,3.3309464196465735,2.5117081007622377,212.6,0.42519999999999997,0.0,10,10
biphasic_x_exponential,biphasic,exponential,100,13.871187631966441,4.273285381662704,3.2222810450159995,221.5,0.44299999999999995,0.0,10,10
biphasic_x_linear,biphasic,linear,0,21.639520148912272,4.07237097725073,3.0707810586622952,229.4,0.4588,0.0,10,10
biphasic_x_linear,biphasic,linear,5,16.35609458958951,10.019862911362921,7.555501551918587,230.6,0.4612,0.0,10,10
biphasic_x_linear,biphasic,linear,10,13.266682498959739,8.480065854211583,6.394413904526399,227.6,0.45520000000000005,0.0,10,10
biphasic_x_linear,biphasic,linear,15,10.566402933273874,7.885377910141774,5.9459880404129,211.3,0.4226,0.0,10,10
biphasic_x_linear,biphasic,linear,20,7.129935784983346,5.302291041768552,3.998205219891284,173.6,0.3472,0.0,10,10
biphasic_x_linear,biphasic,linear,23,8.49295074601029,6.110849707583972,4.607900812378653,186.5,0.37300000000000005,0.0,10,10
biphasic_x_linear,biphasic,linear,25,5.386042411238199,2.545041620651831,1.9190947106397818,179.5,0.359,0.0,10,10
biphasic_x_linear,biphasic,linear,30,6.436927279710893,4.08079117425098,3.077130328314549,143.1,0.2862,0.0,10,10
biphasic_x_linear,biphasic,linear,40,3.5637747875070667,2.991259430686496,2.255566315694111,204.2,0.4084,0.0,10,10
biphasic_x_linear,biphasic,linear,60,1.3391997774226727,0.22659682099301556,0.17086587389643945,210.2,0.4204,0.0,10,10
biphasic_x_linear,biphasic,linear,80,0.9328213011599565,0.13302308178843647,0.10030637243087942,193.5,0.387,0.0,10,10
biphasic_x_linear,biphasic,linear,100,0.86,0.21999999999999995,0.16589152527596723,214.0,0.42799999999999994,0.0,10,10
inhibitory_x_constant,inhibitory,constant,0,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
inhibitory_x_constant,inhibitory,constant,5,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
inhibitory_x_constant,inhibitory,constant,10,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
inhibitory_x_constant,inhibitory,constant,15,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
inhibitory_x_constant,inhibitory,constant,20,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
inhibitory_x_constant,inhibitory,constant,23,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
inhibitory_x_constant,inhibitory,constant,25,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
inhibitory_x_constant,inhibitory,constant,30,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
inhibitory_x_constant,inhibitory,constant,40,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40940000000000004,0.0,10,10
inhibitory_x_constant,inhibitory,constant,60,23.189376807728493,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
inhibitory_x_constant,inhibitory,constant,80,23.189376807728497,9.45262055826551,7.127771101207412,204.7,0.40939999999999993,0.0,10,10
